true,pred,frac
0.0,0,0.19774926
1.0,1,0.7279626
0.0,0,0.14674464
0.0,1,0.8891276
1.0,1,0.71643007
0.0,0,0.3647863
0.0,0,0.3132872
0.0,0,0.5078118
1.0,0,0.583054
0.0,0,0.59307593
0.0,0,0.5432869
0.0,0,0.33788252
1.0,0,0.54203767
0.0,0,0.33261573
0.0,0,-0.032587267
0.0,0,0.6089362
1.0,0,0.5323295
1.0,0,0.2334496
1.0,1,0.74988925
0.0,0,0.17184816
1.0,1,0.92139864
0.0,0,0.48379812
1.0,1,0.71312416
1.0,1,0.77906406
1.0,0,0.4094296
1.0,0,0.02985027
1.0,0,0.5981497
0.0,0,0.15732431
0.0,0,0.42587537
1.0,1,0.81478727
1.0,0,0.44570303
1.0,1,0.79386103
0.0,0,0.64360625
0.0,0,0.4358825
0.0,1,0.7610569
0.0,0,0.31896055
0.0,1,0.78779393
0.0,0,0.2732554
0.0,0,0.6513356
0.0,0,0.033506427
0.0,0,0.5691789
0.0,0,0.5337553
0.0,0,0.33439124
1.0,1,0.88347447
0.0,0,0.1523901
0.0,0,0.039185442
1.0,0,0.54921466
0.0,0,0.68497324
0.0,0,0.32823718
0.0,0,0.22610807
0.0,0,0.5542314
0.0,1,0.858162
1.0,1,0.8634467
1.0,1,0.9020355
1.0,1,0.8347951
0.0,0,0.25104362
0.0,0,0.62676805
0.0,0,0.5856924
0.0,0,0.1298916
1.0,1,0.75028384
0.0,1,0.90211046
1.0,1,0.89924425
0.0,0,0.41279694
0.0,0,0.67937624
0.0,0,0.38437843
1.0,0,0.6188638
0.0,1,0.7577087
0.0,1,0.7404332
1.0,0,0.5891921
1.0,0,0.06099845
1.0,1,0.7558865
0.0,0,0.5422143
0.0,0,0.5151684
0.0,1,0.7049245
1.0,0,0.61333907
0.0,0,0.64694536
0.0,1,0.82617056
1.0,1,0.6911224
0.0,0,0.29199207
1.0,1,0.89195085
1.0,1,0.9067237
1.0,1,0.99999994
0.0,0,0.5051827
0.0,0,0.5145403
0.0,0,0.6170572
0.0,1,0.7397147
1.0,0,0.6582589
0.0,0,0.67449987
0.0,0,0.5949214
1.0,0,0.6444398
1.0,1,0.99999994
0.0,0,0.10829923
0.0,0,0.14931971
1.0,1,0.7948376
0.0,0,0.2745707
1.0,1,1.0000001
1.0,1,0.71739626
0.0,0,0.5413157
1.0,1,0.8647602
1.0,0,0.506218
1.0,1,1.0
1.0,1,0.7614178
0.0,1,0.9765873
0.0,0,0.5547862
1.0,1,1.0000001
0.0,0,0.5570885
0.0,0,0.5271986
0.0,0,0.48472723
1.0,0,0.50527585
0.0,1,0.71649355
1.0,0,0.6162598
0.0,0,0.41595396
1.0,1,0.9369992
0.0,0,0.55579114
0.0,0,0.6524637
0.0,0,0.5488188
1.0,1,0.8368943
1.0,0,0.41107628
0.0,0,0.31685087
1.0,0,0.6402979
0.0,0,0.13026194
1.0,0,0.42471942
0.0,0,0.6551055
1.0,0,0.501807
0.0,0,0.5409889
0.0,1,0.7493118
0.0,0,0.52509856
0.0,0,0.5620032
0.0,0,0.4510496
1.0,1,0.82577145
0.0,0,0.6657499
0.0,0,0.3045851
0.0,0,0.29292244
1.0,1,1.0
0.0,1,0.7219312
0.0,0,0.62000704
1.0,0,0.58870566
0.0,0,0.26665753
1.0,1,0.6922462
0.0,0,0.5857671
1.0,1,0.74600375
0.0,0,0.18631613
0.0,0,0.39444548
0.0,0,0.37955368
1.0,0,0.44485068
1.0,1,0.7558266
0.0,0,0.41004306
0.0,0,0.49864227
1.0,1,0.7654587
0.0,0,0.3994778
1.0,0,0.6212533
0.0,0,0.508698
1.0,1,0.7884756
1.0,0,0.45675445
0.0,0,0.46703464
0.0,0,0.31121892
1.0,0,0.18774042
1.0,1,0.9188329
1.0,0,0.5294647
0.0,0,0.38995597
0.0,0,0.23483159
1.0,1,1.0000001
0.0,1,0.794228
0.0,0,0.6876401
1.0,0,0.58975863
0.0,0,0.57268506
1.0,1,1.0
0.0,0,0.22820435
0.0,0,0.24187794
0.0,0,0.43259022
0.0,0,0.3939572
0.0,0,0.5985113
1.0,1,0.71541506
0.0,0,0.28507656
0.0,0,0.56301874
1.0,1,0.69726527
0.0,0,0.25895828
1.0,0,0.47899508
0.0,1,1.0
1.0,0,0.54921466
1.0,0,0.524788
1.0,0,0.5694951
0.0,1,0.8056729
0.0,0,0.54542106
0.0,0,0.3570434
0.0,0,0.5575047
0.0,0,0.5111237
0.0,0,0.25267473
0.0,0,0.17286026
0.0,1,0.7198879
0.0,1,0.7676584
0.0,0,0.51737785
0.0,1,0.99999994
1.0,0,0.5628537
0.0,0,0.6050357
1.0,0,0.20839751
1.0,1,0.72412616
1.0,1,1.0
0.0,0,0.25466016
1.0,0,0.10940127
1.0,0,0.57407373
0.0,0,0.3704258
0.0,1,0.80623573
0.0,0,0.21842635
1.0,1,0.7099868
0.0,0,0.44210452
0.0,0,0.33313522
1.0,0,-0.00457073
0.0,0,0.33994958
0.0,0,0.6340405
0.0,0,0.59062016
0.0,0,0.21605596
1.0,0,0.1699004
0.0,0,0.19928645
1.0,0,0.6537628
0.0,1,0.7195842
0.0,1,0.7690425
0.0,0,0.5968709
1.0,0,0.6131585
1.0,1,0.7785982
0.0,0,0.20778349
1.0,1,0.7658342
0.0,0,0.54542106
1.0,0,0.17346835
0.0,0,0.5877227
0.0,0,0.124221414
1.0,0,0.46879274
1.0,1,0.8405157
1.0,1,0.8875075
0.0,0,0.6235421
1.0,0,0.62676895
0.0,0,0.41949958
0.0,0,0.13803127
1.0,1,0.9184077
1.0,1,0.7255755
0.0,0,0.5161073
0.0,0,0.6550823
0.0,0,0.070859626
0.0,0,0.6388359
0.0,0,0.6039386
0.0,0,0.51066333
1.0,1,0.99999994
0.0,0,0.661259
0.0,0,0.44512323
1.0,0,0.5478945
1.0,0,0.6495555
1.0,1,0.6901741
0.0,1,0.8780497
0.0,0,0.5682558
0.0,0,0.28532955
0.0,0,0.34923652
0.0,1,0.74811083
1.0,1,0.87377155
1.0,1,0.87524605
1.0,1,0.8978577
1.0,1,0.88347447
0.0,0,0.4466212
0.0,0,0.45794362
0.0,0,0.5528339
1.0,0,0.46474153
1.0,0,0.5691122
1.0,0,0.6049512
0.0,1,0.809664
1.0,1,0.7170057
0.0,0,0.43008432
0.0,0,0.0858067
0.0,1,0.7904942
0.0,0,0.2837394
1.0,1,0.76626515
0.0,0,0.29263014
0.0,0,0.5114827
1.0,1,0.7629851
1.0,1,0.87377155
1.0,1,0.74209917
0.0,0,0.51228017
0.0,1,0.70489305
0.0,0,0.121750504
0.0,0,0.1675955
0.0,0,0.46199927
0.0,0,0.34395343
0.0,0,0.4352705
0.0,0,0.1748376
0.0,0,0.6209152
1.0,1,0.71922326
0.0,0,0.38245723
0.0,0,0.16450147
1.0,1,0.8568152
0.0,0,0.32932606
1.0,0,0.6528976
1.0,0,0.28819218
1.0,0,0.23800746
0.0,0,0.4488423
0.0,0,0.374843
0.0,0,0.05786055
0.0,0,0.14781184
1.0,0,0.54397696
1.0,0,0.2364385
0.0,0,0.46745425
0.0,0,0.63575387
0.0,1,0.88272387
0.0,0,0.6550844
0.0,0,0.55913305
0.0,0,0.34395343
0.0,0,0.5060296
0.0,0,0.54759824
1.0,0,0.5806186
1.0,1,0.8294324
0.0,1,0.70368034
1.0,1,1.0
1.0,1,0.76606727
0.0,0,0.39740995
0.0,0,0.64525473
1.0,1,0.87381476
1.0,0,0.41774026
0.0,0,0.4426689
0.0,1,0.8872148
0.0,0,0.3968333
0.0,0,0.49236375
0.0,0,0.47035933
0.0,0,0.42670894
0.0,1,0.700559
0.0,0,0.13603318
1.0,1,0.7314458
0.0,0,0.3168432
0.0,1,0.7020403
1.0,0,0.45815837
0.0,0,0.5949209
0.0,0,0.2618919
0.0,0,0.35535836
1.0,0,0.5148693
1.0,1,0.83634627
1.0,0,0.29747817
1.0,1,1.0000001
1.0,0,0.24932429
0.0,0,0.6513356
0.0,0,0.34763575
0.0,0,0.45466396
0.0,0,0.093255386
1.0,1,0.8568152
1.0,1,0.82798696
0.0,0,0.3148567
0.0,0,0.26459002
0.0,0,0.64013565
0.0,0,0.22574437
0.0,0,0.3277827
0.0,1,0.7938901
0.0,0,0.070157215
0.0,0,0.6782335
0.0,0,0.2889457
0.0,0,0.5151684
0.0,0,0.41070524
1.0,0,0.5832181
0.0,0,0.6807965
0.0,0,0.5276186
1.0,0,0.3598711
0.0,0,0.45857313
1.0,0,0.47208756
1.0,0,0.39401358
0.0,1,0.8568152
0.0,0,0.52699816
0.0,1,0.79267037
0.0,0,0.56052494
0.0,0,0.43809715
0.0,1,1.0
1.0,0,0.5507791
0.0,0,0.55242616
1.0,0,0.6731945
1.0,1,0.76249045
0.0,0,0.56931245
1.0,0,0.53432375
0.0,0,0.27959427
0.0,0,0.35006735
1.0,0,0.43082038
0.0,0,0.6179205
0.0,0,0.28907436
0.0,0,0.3156425
1.0,1,0.9078476
0.0,0,0.0019110497
1.0,1,0.7492429
0.0,0,0.26617265
0.0,0,0.41189837
0.0,0,0.17066571
1.0,1,0.97851324
1.0,1,0.72916317
0.0,1,0.87011856
1.0,1,0.9765873
0.0,0,0.4624786
0.0,0,0.30377597
0.0,0,0.11572339
1.0,0,0.6373135
0.0,0,0.47231138
0.0,0,0.40465084
1.0,0,0.1358886
0.0,0,0.5390033
0.0,0,0.6038543
0.0,1,0.7175721
0.0,0,0.66827714
1.0,0,0.19208203
0.0,0,0.095498964
0.0,0,0.34750992
0.0,0,0.123339295
0.0,0,0.44390774
0.0,0,0.26421618
0.0,1,0.7314458
1.0,1,0.9477348
0.0,1,0.7696733
1.0,1,0.7355819
0.0,0,0.5122549
0.0,0,0.5817219
1.0,1,0.7070879
0.0,0,0.60486937
0.0,0,0.6881704
0.0,0,0.26141858
1.0,1,0.9499712
0.0,0,0.5298592
1.0,1,0.87377155
0.0,0,0.5779893
0.0,0,0.065674186
1.0,0,0.5121407
1.0,1,0.8695549
0.0,0,0.3670277
0.0,0,0.38232398
0.0,0,0.33913633
0.0,1,0.75043213
0.0,0,0.3359729
1.0,1,0.9308897
0.0,0,0.3101878
0.0,0,0.43618548
0.0,0,0.43408102
0.0,0,0.25633675
1.0,0,0.6751571
0.0,0,0.11446726
0.0,0,0.4618718
0.0,0,0.43404323
0.0,0,0.10753033
0.0,0,0.40926364
1.0,1,0.7139181
0.0,0,0.5337907
1.0,1,0.70452356
1.0,0,0.22950485
0.0,0,0.22836143
1.0,1,0.7237805
0.0,0,0.55094075
0.0,1,0.7036403
0.0,1,0.78941447
1.0,0,0.524788
0.0,0,0.6878067
1.0,1,0.8853549
0.0,0,0.09756963
0.0,0,0.24505636
0.0,0,0.5340599
0.0,0,0.39413527
0.0,0,0.33439124
0.0,0,0.2980375
0.0,0,0.462987
0.0,0,0.49408218
0.0,0,0.34046578
0.0,0,0.388547
0.0,0,0.3654748
0.0,0,0.3770964
1.0,1,0.71972084
0.0,0,0.4212038
1.0,0,0.6847085
0.0,1,0.7549809
0.0,0,0.51927304
0.0,0,0.42969698
0.0,0,0.31507573
0.0,0,0.087150544
0.0,0,0.121917106
1.0,0,0.38360453
0.0,0,0.20595187
0.0,0,0.18393363
1.0,1,0.7485446
0.0,1,0.7480134
0.0,0,0.20479664
0.0,0,0.3817814
0.0,0,0.19327733
0.0,0,0.462987
0.0,0,0.42590624
0.0,0,0.427527
0.0,0,-0.02379396
0.0,0,0.5011231
0.0,0,0.21374637
0.0,0,0.64741886
0.0,0,0.5020446
0.0,0,-0.036909383
1.0,1,0.78417224
0.0,0,0.02249343
1.0,0,0.50407076
1.0,1,0.8348624
0.0,0,0.60166985
1.0,0,0.5632572
1.0,1,0.9181423
1.0,0,0.6731945
0.0,0,0.5483681
0.0,0,0.6201901
1.0,1,0.7555238
0.0,0,0.41526657
0.0,0,0.31393838
1.0,1,0.74082243
0.0,0,0.4870984
0.0,0,0.37655264
0.0,0,0.68044513
0.0,0,0.4609032
1.0,1,0.85769737
1.0,1,0.8143549
0.0,0,0.50902236
0.0,0,0.4231667
0.0,0,0.52830756
0.0,1,0.8733227
0.0,0,0.47939274
1.0,1,0.8640752
1.0,1,0.9170119
0.0,0,0.689608
0.0,0,0.5041374
1.0,1,1.0000001
0.0,1,1.0000001
1.0,1,0.7397679
0.0,0,0.5684914
0.0,0,0.6072291
0.0,0,0.38727054
0.0,0,0.5687393
0.0,0,0.4055839
0.0,0,0.39596188
0.0,0,0.10609238
1.0,0,0.6061526
1.0,1,0.8568152
1.0,0,0.5811729
0.0,1,0.69993293
0.0,0,0.4956274
0.0,0,0.53419054
0.0,1,0.7970723
0.0,0,0.36113584
0.0,1,0.7440775
0.0,0,0.21213138
0.0,0,0.5151684
0.0,0,-0.021748528
0.0,0,0.38789874
1.0,1,1.0
0.0,0,0.19874927
0.0,0,-0.009953253
0.0,0,0.055568814
0.0,0,0.40926364
0.0,0,0.54759824
0.0,0,0.37956816
0.0,0,0.45374662
1.0,0,0.6724169
0.0,0,0.45915353
0.0,0,0.3793953
1.0,0,0.5983921
0.0,0,0.0867645
0.0,0,0.6037062
1.0,1,0.92847204
0.0,0,0.25564888
0.0,1,0.8175638
0.0,1,0.7058859
0.0,0,0.3835289
0.0,0,0.057253674
0.0,0,0.29848325
1.0,0,0.25732943
0.0,0,0.63297856
1.0,1,0.9443
0.0,0,0.22609343
0.0,1,0.8427112
1.0,0,0.2722454
0.0,0,0.08949637
0.0,0,0.34283847
0.0,0,0.5010231
1.0,1,0.90764475
0.0,0,0.110356174
0.0,0,0.023827855
0.0,0,0.47647327
0.0,0,0.33246988
0.0,0,0.586779
0.0,0,0.18023881
0.0,0,0.48074615
0.0,0,0.66041523
1.0,1,0.95811504
1.0,0,0.5601387
0.0,0,0.073440045
0.0,0,0.45367128
0.0,1,1.0
0.0,0,0.37288046
0.0,1,0.7200124
0.0,0,0.57952124
0.0,0,0.07396151
1.0,0,0.35853782
0.0,0,0.16650157
0.0,0,0.18881208
0.0,0,0.6727973
0.0,0,0.458115
1.0,1,1.0
0.0,0,0.5755558
1.0,1,0.75258887
0.0,1,1.0
0.0,0,0.36056495
1.0,1,0.8845305
0.0,0,0.6166808
0.0,0,0.25610554
0.0,0,0.59128374
1.0,1,0.90221995
1.0,0,0.63552004
0.0,0,0.27947184
1.0,1,0.76938665
0.0,0,0.5473503
0.0,0,0.5393035
1.0,0,0.35084537
0.0,0,0.28946415
0.0,0,0.31879124
1.0,0,0.6212533
1.0,1,0.74498665
0.0,0,0.35838878
1.0,0,0.60051906
0.0,0,0.5375804
0.0,0,0.5227881
0.0,0,0.21128888
0.0,0,0.27852586
1.0,1,0.8568152
0.0,0,0.30069566
0.0,0,0.49112064
1.0,0,0.45042816
0.0,0,0.38343808
1.0,0,0.2463007
0.0,0,0.21015139
0.0,0,0.6869518
0.0,0,0.26075423
1.0,0,0.21033335
0.0,0,0.4686681
0.0,1,0.82437384
0.0,0,0.54853344
1.0,1,0.87377155
0.0,0,0.4429348
0.0,1,0.7057979
0.0,0,0.32227364
1.0,1,1.0
1.0,1,0.8707545
0.0,0,0.26374507
1.0,0,0.10298197
0.0,0,0.5947061
0.0,0,0.53621435
1.0,1,0.7551898
0.0,0,0.40551913
1.0,1,0.81773645
0.0,1,0.94051015
0.0,1,0.7706241
1.0,0,0.6550844
0.0,0,0.10359232
0.0,1,0.7672764
1.0,0,0.1720336
0.0,0,0.2464746
1.0,0,0.6768962
1.0,1,1.0000001
0.0,1,0.8427112
1.0,0,0.3801401
0.0,0,0.46684188
0.0,1,0.8956639
1.0,1,0.74771917
1.0,1,1.0000001
0.0,1,0.7708964
0.0,0,0.33207625
0.0,0,0.57791567
0.0,0,0.30304775
1.0,0,0.52917355
1.0,0,0.1154484
0.0,0,0.2898352
0.0,0,0.4110774
0.0,0,0.13762017
0.0,1,1.0
1.0,1,0.8870232
1.0,0,0.66767275
0.0,0,-0.05814574
0.0,0,0.6406787
1.0,1,1.0
0.0,0,0.04820638
0.0,0,0.5954054
0.0,0,0.6033851
1.0,0,0.6555887
1.0,1,0.9598838
1.0,0,0.5760154
1.0,1,0.72925675
0.0,0,0.24014682
0.0,0,0.6713299
0.0,0,0.65012306
0.0,0,0.3082046
0.0,0,0.5022595
1.0,0,0.5624999
1.0,1,0.7424288
1.0,0,0.4281823
1.0,0,0.521742
0.0,0,0.066513464
0.0,0,0.20512313
0.0,0,0.16500813
1.0,1,0.9477348
0.0,0,0.5697766
0.0,0,0.3810454
0.0,1,0.74361455
0.0,0,0.34501556
1.0,1,0.90298426
0.0,0,0.1391602
1.0,1,0.7021301
1.0,0,0.40581533
1.0,0,0.3224082
1.0,1,1.0
1.0,1,0.8911009
0.0,1,0.738979
0.0,0,0.35946804
0.0,0,0.36184657
1.0,1,0.7332339
0.0,0,0.2885338
0.0,0,0.40926364
0.0,0,0.48870218
1.0,1,0.71368515
0.0,0,0.6034112
0.0,0,0.6365043
0.0,0,0.35292783
1.0,0,0.45366776
0.0,0,0.22182971
1.0,0,0.3612123
1.0,0,0.67937624
1.0,0,0.56842625
0.0,0,0.3539659
1.0,0,0.6280556
0.0,0,0.5220871
0.0,0,0.6261277
0.0,0,0.60345244
1.0,1,0.93093914
0.0,0,0.36907673
1.0,0,0.2539672
1.0,1,1.0000001
0.0,0,0.689608
0.0,0,0.36097473
0.0,0,0.3958742
0.0,0,0.5604339
0.0,0,0.472215
0.0,0,0.585167
1.0,0,0.4950555
0.0,0,0.5409889
0.0,0,0.3454404
0.0,0,0.52490526
0.0,0,0.45807236
0.0,0,0.11648363
1.0,0,0.5081595
0.0,0,0.09986639
0.0,0,0.40926364
0.0,0,0.35500604
1.0,1,0.79559946
0.0,0,0.4072309
0.0,0,0.35069245
1.0,1,1.0
0.0,0,0.47445995
1.0,0,0.5151827
1.0,0,0.33180666
0.0,0,0.59992623
1.0,1,0.84333646
0.0,0,0.17678523
0.0,0,0.47178647
0.0,0,0.288369
0.0,0,0.6357487
0.0,0,0.017335221
1.0,1,0.7732343
1.0,0,0.33008063
0.0,1,0.81392294
0.0,0,0.59644496
0.0,0,0.5710126
0.0,0,0.42262155
0.0,0,0.60088974
0.0,0,0.3380521
0.0,0,0.50787985
0.0,0,0.22334169
0.0,1,0.6966045
1.0,1,1.0
0.0,0,0.5857269
1.0,0,0.67937624
0.0,0,0.40124398
0.0,0,0.41184908
1.0,1,0.88014454
0.0,0,0.21451591
0.0,0,0.3902026
1.0,1,0.8472834
0.0,0,0.32512802
1.0,1,0.85769737
0.0,0,0.19067073
0.0,0,0.20209564
1.0,1,0.8568152
0.0,1,0.79381025
0.0,0,0.25617275
0.0,0,0.47952175
0.0,0,0.06470284
0.0,0,0.33839124
0.0,0,0.26152027
0.0,0,0.3498027
0.0,0,0.41908735
1.0,0,0.6356317
1.0,0,0.6105598
0.0,0,0.64929146
0.0,0,0.13749856
0.0,0,0.5102535
1.0,1,0.703648
0.0,0,0.61656225
0.0,0,0.46026132
1.0,0,0.61771196
1.0,0,0.6712518
1.0,0,0.6406787
1.0,1,0.6971096
0.0,1,1.0
1.0,0,0.4094296
1.0,1,0.7786685
0.0,0,0.48581707
0.0,1,0.74707925
1.0,0,0.6504868
1.0,1,0.7912468
0.0,0,0.50081396
0.0,0,0.55858874
0.0,0,0.43505996
0.0,0,0.41774026
1.0,0,0.5814304
1.0,0,0.49548542
1.0,0,0.52577245
0.0,1,1.0000001
0.0,0,0.3538608
0.0,0,0.41885847
0.0,0,0.6707552
0.0,0,0.5715394
1.0,0,0.6238481
0.0,0,0.5433959
0.0,0,0.43313852
1.0,0,0.35472414
1.0,1,0.9157537
1.0,0,0.33180666
1.0,0,0.45441055
1.0,0,0.56932276
0.0,0,0.6709342
1.0,1,1.0000001
0.0,0,0.61362326
1.0,0,0.5450772
1.0,0,0.5612732
0.0,1,0.73024285
0.0,1,0.6921005
1.0,1,0.9196836
0.0,1,0.7520422
0.0,0,0.27870807
0.0,0,0.37316006
0.0,0,0.5164257
0.0,0,0.19555978
0.0,0,0.40926364
0.0,0,0.45505637
0.0,0,0.43286437
0.0,0,0.31348827
0.0,0,0.39083314
0.0,0,0.5620032
0.0,1,0.80623573
0.0,0,0.26896447
0.0,0,0.15069242
1.0,1,0.73112226
0.0,0,0.4420078
0.0,0,0.3047598
1.0,0,0.5848701
0.0,0,0.06459553
1.0,0,0.35561603
1.0,1,0.74570566
0.0,0,0.36026716
1.0,1,0.8085672
0.0,0,0.20820418
0.0,0,0.666638
0.0,0,0.5940137
1.0,1,0.8647602
1.0,1,1.0
0.0,0,0.13269544
1.0,1,0.74561745
1.0,0,0.48501885
0.0,1,0.73957896
0.0,0,0.40556252
0.0,0,0.35511488
1.0,1,1.0
0.0,0,0.5151684
1.0,1,0.92438936
0.0,0,0.23368098
0.0,0,0.46198952
0.0,1,0.7203459
1.0,0,0.6346748
0.0,0,0.12127386
0.0,0,0.48571256
1.0,1,0.7751656
0.0,0,0.5264564
1.0,1,1.0
1.0,0,0.57317936
1.0,0,0.557458
0.0,0,0.12895884
1.0,0,0.1476313
1.0,0,0.51126575
0.0,0,0.31847137
0.0,0,0.6475401
0.0,0,0.4966403
0.0,0,0.4569725
0.0,0,0.5224395
0.0,0,0.6879039
1.0,1,0.96922493
0.0,1,1.0
0.0,0,0.36192667
1.0,1,0.8383325
1.0,0,0.34029686
0.0,1,0.8086975
1.0,0,0.16912971
1.0,0,0.20866248
0.0,0,0.27755696
1.0,0,0.5916928
0.0,0,0.6221775
0.0,0,0.39227957
0.0,0,0.21699399
0.0,1,0.7697859
1.0,0,0.5618609
1.0,0,0.66408515
0.0,0,0.40658286
0.0,0,0.055402197
0.0,0,0.5660619
1.0,0,0.46165276
0.0,0,0.21746023
1.0,1,1.0000001
0.0,1,0.83118445
0.0,1,0.69537055
0.0,0,0.25142547
1.0,1,0.87366515
0.0,0,0.2168988
0.0,0,0.554232
0.0,0,0.4779257
0.0,0,0.5062588
1.0,0,0.36326388
0.0,0,0.38264045
0.0,1,0.7085113
1.0,0,0.6715044
0.0,0,0.45425794
1.0,0,0.52025443
0.0,0,0.32602903
0.0,0,0.3647737
0.0,1,0.84305054
0.0,0,0.582
0.0,0,0.3586657
0.0,0,0.29016113
0.0,0,0.5571605
1.0,0,0.41808718
0.0,0,0.51557267
0.0,0,0.5076661
0.0,0,0.45588258
1.0,0,0.27731878
1.0,0,0.5513052
0.0,0,0.21609111
1.0,0,0.31694186
0.0,0,0.10265046
1.0,0,0.25447428
0.0,0,0.6216548
0.0,0,0.5669739
1.0,0,0.32609558
0.0,0,0.4662261
0.0,0,0.5756472
1.0,0,0.6656877
1.0,0,0.6318099
0.0,0,0.41893393
1.0,0,0.5453557
1.0,0,0.65874773
0.0,0,0.33979315
0.0,0,0.21379156
0.0,0,0.3740093
1.0,0,0.4195413
1.0,0,0.49158153
1.0,1,0.87524605
0.0,0,0.34206596
0.0,0,0.45915353
0.0,0,0.63763154
1.0,0,0.63726467
0.0,1,0.84487015
0.0,0,0.68158513
1.0,1,1.0
0.0,0,0.07509673
0.0,0,0.25635254
0.0,0,0.43191892
0.0,0,0.3861407
0.0,1,0.6904617
1.0,0,0.6730329
1.0,1,0.99999994
0.0,0,0.26090512
1.0,0,0.2468782
0.0,0,0.5235111
0.0,0,0.51310927
1.0,1,0.8568152
1.0,0,0.27111948
0.0,0,0.41889912
0.0,0,0.37717104
0.0,0,0.6423937
1.0,0,0.26703602
0.0,0,0.6782335
0.0,0,0.051359866
0.0,0,0.26109484
1.0,1,1.0000001
1.0,1,0.8183612
0.0,0,0.444258
1.0,0,0.67277527
1.0,1,0.8568152
1.0,0,0.3871305
0.0,0,0.5448408
1.0,0,0.40806502
1.0,1,0.72654617
0.0,0,0.4274575
0.0,0,0.15894361
0.0,0,0.5783495
0.0,0,0.21693783
1.0,1,0.87478876
1.0,0,0.13762017
0.0,0,0.23359995
1.0,1,0.7721708
0.0,0,0.58886635
0.0,0,0.43530655
0.0,0,0.49421155
0.0,0,0.6266717
0.0,0,0.31598827
1.0,1,0.79635614
1.0,0,0.4443551
1.0,0,0.38085523
0.0,0,0.6023945
0.0,0,0.43258184
0.0,1,0.75652456
1.0,0,0.6052003
0.0,0,0.15572938
0.0,0,0.52803755
1.0,1,0.9521922
0.0,0,0.20680632
1.0,0,0.18797058
0.0,0,0.25687483
0.0,0,0.18334673
0.0,0,0.54542106
1.0,1,0.8500875
0.0,0,0.4076956
0.0,0,0.5779313
1.0,1,0.87377155
1.0,1,0.72354674
1.0,0,0.625754
0.0,1,0.8175638
1.0,0,0.5796335
1.0,0,0.28946415
0.0,0,0.46427077
0.0,0,0.60229796
1.0,1,0.7969341
0.0,1,0.71439797
0.0,0,0.60138685
0.0,0,0.14615446
0.0,0,0.28753033
1.0,1,0.8835671
1.0,1,0.8769201
0.0,0,0.34265095
1.0,0,0.5719346
0.0,0,0.5783495
0.0,0,0.32850552
1.0,1,0.7945896
1.0,1,0.87524605
1.0,1,0.7957723
0.0,0,0.34707242
0.0,0,0.33439124
0.0,0,0.56964004
0.0,0,0.47993743
0.0,0,0.5710152
0.0,0,0.42420173
0.0,0,0.504835
0.0,0,0.43869734
0.0,0,0.07861886
0.0,0,0.3610203
0.0,0,0.17172545
0.0,0,0.3868201
0.0,0,0.55536777
0.0,0,0.5409889
