true,pred,frac
0.0,0,0.462987
1.0,0,0.5694951
0.0,0,0.6003207
0.0,1,0.69461465
1.0,0,0.28946415
0.0,1,0.7140446
1.0,1,1.0000002
0.0,0,0.38195992
0.0,1,0.8882618
1.0,1,0.91561633
0.0,0,0.39325714
1.0,0,0.5920432
1.0,1,0.8299336
1.0,0,0.5597969
1.0,0,0.16325948
0.0,1,0.737807
0.0,0,0.08140398
1.0,0,0.67322
0.0,0,0.33601275
1.0,1,0.7543521
1.0,1,0.7026391
1.0,1,1.0000001
1.0,1,0.86858314
1.0,0,0.441744
0.0,0,0.6782335
0.0,1,0.7346334
0.0,0,0.437738
0.0,0,0.6349696
0.0,0,0.264675
1.0,1,0.99999994
0.0,0,0.06694107
1.0,0,0.67931676
0.0,0,0.34398428
0.0,0,0.38579047
0.0,0,0.5524167
0.0,0,0.39621255
0.0,0,0.0768552
0.0,0,0.19355819
0.0,0,0.3260092
0.0,0,0.18517925
0.0,1,0.8791306
0.0,0,0.1429727
0.0,0,0.3369203
1.0,0,0.6605611
1.0,1,0.7492429
0.0,0,0.45510328
1.0,0,0.6726309
0.0,0,0.66690344
1.0,1,1.0
0.0,0,0.47147396
1.0,1,0.8929073
1.0,1,0.8647602
1.0,0,0.6189078
0.0,1,0.84333646
0.0,0,0.68863237
0.0,0,0.40481773
0.0,0,0.42568487
0.0,0,0.4620955
1.0,1,0.7339318
0.0,0,0.587769
1.0,1,0.6979011
0.0,1,0.74853694
0.0,0,0.0988769
1.0,1,0.85769737
1.0,0,0.25204858
1.0,1,0.8014082
0.0,0,0.6673025
1.0,0,0.5891921
0.0,0,0.52504236
1.0,1,0.83468777
0.0,0,0.1804192
0.0,0,0.3866229
0.0,0,0.08151807
0.0,0,0.64703095
0.0,0,0.46898788
0.0,1,0.69581544
0.0,0,0.3517085
0.0,0,0.33843598
1.0,1,0.87377155
0.0,1,0.7049551
0.0,0,0.32716906
0.0,0,0.17460999
1.0,0,0.65775853
0.0,0,0.16398314
0.0,0,0.1984488
0.0,0,0.3517085
0.0,0,0.20824435
0.0,0,0.40926364
0.0,0,0.6234491
1.0,0,0.63414776
0.0,0,0.3103368
0.0,0,0.1666365
1.0,0,0.04247378
0.0,0,0.2151303
1.0,1,0.8108233
0.0,0,-0.0026610494
0.0,0,-0.020550514
1.0,1,0.9529027
0.0,0,0.6492795
1.0,1,1.0000001
0.0,0,0.49461985
0.0,0,0.3570469
0.0,1,0.87044036
0.0,0,0.30132708
0.0,0,0.29657122
0.0,0,0.4260416
0.0,1,1.0
0.0,0,0.462987
1.0,0,0.48958737
0.0,0,0.13648225
1.0,1,0.6935952
1.0,1,0.8568152
0.0,1,0.87741864
0.0,0,0.6264726
0.0,0,0.4609032
0.0,0,0.67052096
0.0,0,0.5796405
1.0,1,0.73469394
0.0,0,0.58924705
0.0,0,0.39505637
0.0,0,0.28828686
1.0,0,0.4578163
0.0,0,0.24339515
0.0,0,0.5072157
0.0,0,0.62163484
0.0,0,0.62779784
1.0,1,0.9436921
0.0,0,0.19089061
0.0,1,0.7431167
0.0,0,0.3072334
0.0,0,0.301896
0.0,0,0.22509111
1.0,1,0.92438936
0.0,0,0.34341565
1.0,1,0.8829123
0.0,0,0.6710162
0.0,0,0.3171749
0.0,0,0.6256025
1.0,0,0.22167651
0.0,0,0.52971184
0.0,0,0.53700763
0.0,0,0.45718956
1.0,1,0.7001667
0.0,0,0.6640692
0.0,0,0.63542426
0.0,0,0.5136965
1.0,1,0.8450311
0.0,0,0.18379521
0.0,0,0.2992286
0.0,0,0.40589714
0.0,1,0.7262016
0.0,0,0.23056583
1.0,1,0.71643007
0.0,1,0.7520216
0.0,0,0.41181815
0.0,0,0.24931768
0.0,0,0.6135163
0.0,0,0.11044998
0.0,0,0.51596314
0.0,0,0.60513824
1.0,1,0.76606727
0.0,0,0.039787196
0.0,0,0.43046874
0.0,1,0.74811083
1.0,1,0.6989964
0.0,0,0.35614765
1.0,1,0.92139864
1.0,0,0.5694951
0.0,0,0.47312942
0.0,0,0.47813025
1.0,0,0.6716343
0.0,0,0.59696496
1.0,0,0.5336396
0.0,0,0.2294282
0.0,0,0.47422016
0.0,0,0.27949536
1.0,0,0.10375388
1.0,1,0.7355001
1.0,0,0.6389055
1.0,1,0.72536
0.0,0,0.45227176
0.0,0,0.41214696
0.0,0,0.6266442
0.0,0,0.24858034
0.0,0,0.40189844
1.0,0,0.5010308
0.0,0,0.6229156
0.0,0,0.23844165
0.0,0,0.18167746
1.0,1,0.7381063
1.0,0,0.3552971
1.0,1,0.79615414
0.0,0,0.3152278
1.0,0,0.12355939
1.0,0,0.64525473
0.0,0,0.34923652
0.0,1,0.8087172
1.0,1,1.0000001
1.0,0,0.54542106
0.0,0,0.29097083
0.0,0,0.35614765
1.0,0,0.6259756
0.0,0,0.07030708
0.0,0,0.24092707
1.0,1,0.7492429
1.0,0,0.08597565
0.0,1,0.70305693
0.0,0,0.23514256
0.0,0,0.6407976
0.0,1,0.7666987
0.0,1,0.7621796
0.0,0,0.37760836
1.0,0,0.629176
0.0,0,0.36688307
1.0,0,0.51012874
1.0,1,0.81039083
1.0,1,0.87377155
0.0,0,0.4514246
1.0,1,0.6974665
0.0,0,0.31379253
1.0,1,0.83036965
1.0,0,0.11466837
0.0,1,0.74811083
0.0,1,1.0
0.0,0,0.22135536
0.0,0,0.5486629
0.0,0,0.2997188
0.0,0,0.36034214
0.0,0,0.58451843
0.0,0,0.66700953
0.0,0,0.6237789
0.0,0,0.13461477
1.0,0,0.56652075
0.0,0,0.1286325
1.0,0,0.4051149
1.0,1,0.7040888
1.0,1,0.7492429
0.0,1,0.8807165
1.0,0,0.2386941
1.0,0,0.33799955
1.0,1,0.99999994
0.0,0,0.47836792
0.0,0,0.05689776
0.0,0,0.6528735
0.0,0,0.44663656
0.0,0,0.009169485
0.0,1,0.7937328
0.0,0,0.52606994
1.0,0,0.68617535
0.0,0,0.6570281
0.0,0,0.44371054
1.0,1,0.8568152
1.0,1,0.92780113
0.0,0,0.6248894
1.0,1,0.7260374
1.0,1,1.0000001
0.0,0,0.08949637
1.0,1,1.0000001
0.0,1,0.8005256
0.0,0,0.5223794
0.0,0,0.45641574
0.0,0,0.18117905
1.0,1,0.8070491
0.0,0,0.26872957
0.0,0,0.3680163
1.0,1,0.8568152
0.0,0,0.53630245
0.0,0,0.015578069
0.0,0,0.64802355
0.0,0,0.40278226
0.0,0,0.52432346
1.0,1,0.71691644
0.0,0,0.573554
1.0,0,0.6746936
0.0,1,0.7111044
0.0,0,0.29875284
0.0,0,0.17520712
1.0,0,0.49020842
0.0,0,0.16035897
0.0,0,0.48065868
1.0,0,0.3831911
0.0,1,0.75513655
1.0,0,0.54120153
0.0,0,0.40482295
0.0,0,0.54786325
1.0,0,0.6810755
1.0,0,0.328532
0.0,1,0.84021103
0.0,1,0.8427112
0.0,1,0.7721708
1.0,1,0.82865715
0.0,0,0.2901823
0.0,0,0.52926254
0.0,0,0.24360433
0.0,0,0.46107072
1.0,1,0.721411
0.0,0,0.09726972
1.0,0,0.40443203
1.0,1,0.81795394
0.0,0,0.5404668
1.0,1,0.9598838
0.0,0,0.29849637
0.0,0,0.3041361
0.0,0,0.23550878
0.0,0,0.58356607
0.0,0,0.35614765
0.0,0,0.28349873
0.0,0,0.36688966
1.0,1,0.8461867
0.0,0,0.59011304
1.0,0,0.6491238
0.0,0,0.50643873
0.0,0,0.425162
0.0,0,0.35614765
1.0,0,0.21785264
0.0,0,0.33022735
1.0,0,0.5440463
0.0,1,0.7102494
0.0,1,0.7359744
1.0,0,0.6501546
0.0,0,0.25500745
1.0,1,1.0
0.0,0,0.4849877
0.0,0,0.18304722
0.0,0,0.27831262
0.0,0,0.5151684
0.0,0,0.4701938
1.0,0,0.68519616
0.0,1,0.7735243
1.0,0,0.11399995
1.0,0,0.47551334
0.0,0,-0.029403472
1.0,0,0.5574149
1.0,0,0.3500153
0.0,0,0.530136
1.0,0,0.44119364
0.0,0,0.42736924
1.0,1,0.691205
0.0,0,0.1086412
1.0,1,0.9181039
1.0,1,0.7675551
0.0,0,0.23107442
0.0,0,0.42349535
0.0,0,0.13275482
0.0,0,0.28907436
1.0,0,0.65453607
0.0,0,0.5455626
0.0,0,0.63001144
0.0,0,0.16343018
1.0,1,0.72916317
0.0,0,0.14143917
0.0,0,0.30521798
1.0,0,0.45971859
1.0,1,0.8568152
0.0,0,0.57447565
0.0,0,0.29577357
0.0,0,0.07617077
0.0,0,0.31573826
1.0,1,0.7659162
1.0,1,0.8543237
0.0,0,0.46625686
1.0,1,0.87524605
1.0,1,0.85710084
1.0,1,1.0000001
0.0,0,0.60132617
0.0,0,0.37339655
0.0,0,0.4808052
1.0,0,0.5694951
1.0,1,0.99999994
0.0,0,0.64746964
0.0,0,0.079639845
1.0,1,0.9598838
1.0,0,0.6250756
1.0,1,1.0000001
0.0,1,0.7924576
0.0,0,0.48350763
1.0,1,0.8291719
0.0,0,0.18167746
0.0,0,0.6320291
0.0,0,0.18261042
1.0,1,1.0
0.0,0,0.46633506
1.0,0,0.2934484
1.0,1,0.8084281
0.0,0,0.4105956
1.0,1,0.8568152
0.0,1,0.81353676
1.0,1,0.9369992
0.0,0,0.3179388
0.0,0,0.52842474
0.0,0,0.20414433
0.0,1,0.71587443
0.0,0,0.29665858
1.0,0,0.123229206
0.0,0,0.4478357
0.0,0,0.663469
0.0,0,0.2228199
0.0,0,0.37274116
1.0,1,0.87377155
0.0,0,0.54438096
0.0,0,0.2610213
1.0,0,0.6463809
0.0,0,0.3993783
1.0,1,0.80364585
0.0,0,0.5646145
0.0,0,0.23625553
0.0,0,0.38794374
1.0,1,0.7770668
0.0,0,0.5549582
0.0,0,0.35006893
1.0,0,0.4833636
0.0,1,0.7779701
1.0,0,0.67358494
1.0,1,0.92139864
0.0,0,0.64943117
0.0,0,0.3382039
0.0,0,0.20761073
0.0,0,0.20721501
0.0,0,0.27333874
0.0,0,0.5093721
1.0,1,0.87377155
1.0,0,0.23351917
0.0,0,0.4052125
1.0,0,0.45201755
0.0,0,0.28902945
1.0,0,0.59420586
0.0,0,0.6040113
0.0,0,0.2652494
0.0,0,0.42876694
0.0,0,0.34423035
0.0,1,0.77371335
0.0,0,0.31832075
1.0,0,0.49622238
0.0,1,0.8926403
0.0,0,0.6671453
0.0,0,0.12444047
0.0,0,0.2652167
0.0,1,0.7532061
1.0,0,0.28242147
0.0,0,0.28049326
0.0,0,0.41761166
1.0,1,0.87325394
0.0,0,0.63726467
0.0,0,0.54991204
0.0,0,0.4849344
0.0,0,0.23736021
0.0,0,0.4987585
0.0,0,0.5779893
0.0,0,0.48473793
0.0,0,0.6304157
1.0,1,0.83468777
1.0,1,0.97217774
0.0,0,0.35485393
0.0,0,0.6794798
0.0,0,0.26630968
0.0,0,0.6543168
0.0,0,0.6631438
0.0,0,0.45631993
0.0,0,0.15304047
0.0,0,0.19167762
0.0,0,0.6358156
0.0,0,0.12937845
0.0,0,0.309216
0.0,0,0.21630052
0.0,0,0.12547414
0.0,0,0.24119359
1.0,0,0.098005146
0.0,0,0.5780825
0.0,0,0.27307937
1.0,1,0.8946475
1.0,1,0.6936384
0.0,0,0.23553404
0.0,0,0.18763076
0.0,0,0.38727334
0.0,0,0.41645443
0.0,0,0.16760832
0.0,0,0.41525048
0.0,0,0.3940345
0.0,0,0.14564043
0.0,0,0.18636397
1.0,0,0.22258325
0.0,0,0.0041472567
0.0,0,0.532833
0.0,0,0.30377457
0.0,0,0.5370266
1.0,0,0.68501574
0.0,0,0.6742368
0.0,0,0.4227539
1.0,0,0.53088963
0.0,1,0.7730519
0.0,0,0.59039503
1.0,0,0.18190032
0.0,0,0.5370289
1.0,1,0.8791182
0.0,0,0.38581473
0.0,0,0.59591526
1.0,0,0.55633247
1.0,1,0.86811346
0.0,0,0.22330311
0.0,0,0.46087828
0.0,0,0.46579283
1.0,1,1.0
0.0,0,0.5294647
0.0,0,0.20686513
0.0,1,1.0
1.0,1,1.0
0.0,0,0.28430173
1.0,1,0.7492429
1.0,1,0.7782072
0.0,0,0.1025249
1.0,1,0.7348237
0.0,0,0.21405861
1.0,1,0.99999994
1.0,0,0.5248089
0.0,0,0.15510517
0.0,0,0.42686397
0.0,0,0.23267049
1.0,0,0.3749411
0.0,0,0.5440352
0.0,0,0.6234491
0.0,1,0.7425723
1.0,0,0.260454
0.0,0,0.35653305
0.0,0,0.16824426
1.0,0,0.029329482
0.0,1,0.7402806
0.0,1,0.88832396
0.0,0,0.4552067
0.0,1,0.72239226
1.0,1,0.84833765
0.0,0,0.593477
0.0,0,0.3277827
0.0,0,0.21514297
1.0,1,1.0000001
0.0,0,0.11064326
0.0,0,0.67885935
1.0,1,0.8568152
0.0,0,0.44191805
1.0,1,0.75100625
1.0,1,0.9240835
0.0,0,0.67937624
0.0,0,0.35246563
0.0,0,0.685602
0.0,0,0.18141112
0.0,0,0.5134617
0.0,0,0.101073645
0.0,0,0.3057271
1.0,0,0.5150705
1.0,0,0.47107697
0.0,0,0.3822879
0.0,0,0.3267668
1.0,0,0.558411
0.0,0,0.50400054
0.0,0,0.32447594
0.0,0,0.63051575
0.0,0,0.28923726
0.0,0,0.62505245
0.0,0,0.6209684
0.0,0,0.4985261
0.0,0,0.644024
0.0,0,0.16718996
1.0,1,0.7492429
0.0,0,0.31768686
0.0,0,0.4759398
0.0,0,0.65569234
1.0,1,0.88412815
0.0,0,0.21177316
1.0,1,0.7531673
0.0,0,0.63159716
0.0,0,0.28946415
1.0,0,0.6536216
0.0,0,0.5640249
0.0,1,1.0
1.0,0,0.48380792
0.0,0,0.32320434
1.0,0,0.5319954
0.0,0,0.64979935
0.0,0,0.34928954
1.0,1,0.76692015
1.0,1,0.8568152
1.0,1,0.9598838
0.0,0,0.5636034
0.0,0,0.39236057
0.0,0,0.39413527
0.0,1,0.83978647
0.0,0,0.41224945
1.0,1,0.7492429
0.0,0,0.15870973
0.0,1,0.78352046
1.0,1,0.80729693
0.0,0,0.48071
0.0,0,0.52618504
1.0,1,0.95251554
1.0,1,0.87777364
0.0,0,0.5768193
0.0,0,0.6269295
0.0,0,0.6392571
1.0,0,0.53561044
1.0,1,0.87377155
0.0,0,-0.044300757
0.0,0,0.11537396
1.0,0,0.50196683
1.0,1,0.7016016
1.0,1,1.0000001
1.0,0,0.18382809
0.0,0,0.35560402
0.0,0,0.17641747
1.0,1,0.82924736
0.0,0,0.50929576
1.0,1,0.8880824
1.0,0,0.607587
0.0,1,0.9286914
1.0,0,0.60152
0.0,1,0.7427645
0.0,0,0.1108996
1.0,1,0.96222466
0.0,0,0.38442886
1.0,0,0.49782932
1.0,0,0.57730836
0.0,0,0.43214315
0.0,0,0.5605306
0.0,0,0.36896175
0.0,0,0.5151684
0.0,0,0.50184834
1.0,1,0.7747471
1.0,1,0.81729186
0.0,0,0.62623197
1.0,0,0.2843564
0.0,0,0.4307285
0.0,0,0.5506604
0.0,0,0.61958843
0.0,0,0.53645194
0.0,0,0.38004375
0.0,0,0.32259777
1.0,0,0.59840584
0.0,0,0.37544325
1.0,1,1.0000001
1.0,1,0.9336367
1.0,1,0.88438475
0.0,0,0.3150022
0.0,0,0.39628777
0.0,0,0.451006
0.0,0,0.5170894
0.0,1,0.7484287
0.0,0,0.16243805
0.0,0,0.4750754
0.0,0,0.614887
0.0,0,0.40833044
0.0,0,0.05600069
0.0,0,0.60649824
0.0,1,0.72590727
0.0,0,0.25052893
0.0,0,0.58387536
0.0,1,0.73420954
0.0,0,0.5416012
0.0,0,0.4540578
0.0,0,0.46820015
1.0,1,0.7683394
1.0,1,0.6968031
0.0,0,0.08561661
0.0,0,0.5797056
0.0,0,0.3995554
0.0,0,0.542929
0.0,0,0.5977657
0.0,0,0.5633312
1.0,0,0.4884502
0.0,0,0.33439124
1.0,1,0.77760696
0.0,0,0.46436283
0.0,0,0.5513709
0.0,0,0.5020446
0.0,0,0.3971783
1.0,1,0.99999994
0.0,0,0.6240619
0.0,0,0.29447716
0.0,0,0.4936111
1.0,0,0.6574282
0.0,0,0.49249506
0.0,0,0.48071
1.0,0,0.6744431
1.0,0,0.6128396
0.0,1,0.90211046
0.0,0,0.089397684
0.0,0,0.16659327
0.0,0,0.5274833
1.0,1,0.7494739
0.0,1,0.9286914
1.0,0,0.4995873
0.0,0,0.318071
0.0,0,0.5729369
1.0,1,0.9471377
0.0,0,0.53245974
0.0,0,0.11494962
0.0,0,0.44433063
1.0,0,0.35824105
1.0,1,0.8568152
0.0,0,0.23347868
0.0,0,0.36446586
0.0,0,0.16230163
1.0,1,0.87377155
0.0,1,0.9334868
0.0,0,0.54790026
0.0,0,0.5618086
0.0,0,0.19702591
0.0,0,0.3676137
0.0,0,0.44512323
1.0,0,0.6601684
0.0,0,0.50590265
0.0,0,0.33439124
1.0,1,0.78678966
1.0,0,0.6746936
1.0,1,0.7597373
0.0,0,0.5363443
1.0,0,0.57990515
0.0,0,0.39014596
0.0,0,0.5114827
0.0,0,0.45217606
1.0,1,0.7151291
0.0,0,0.42111266
1.0,1,0.8191646
0.0,0,0.37994695
1.0,0,0.6228575
0.0,0,0.24723351
1.0,1,0.81353676
0.0,0,0.4527789
0.0,0,0.13801548
0.0,1,0.74152344
0.0,0,0.24729398
1.0,0,0.46386224
0.0,0,0.3163296
1.0,1,0.72036916
0.0,0,0.09925627
0.0,0,0.44988593
0.0,0,0.5340577
0.0,0,0.25004914
1.0,1,0.71639955
1.0,1,1.0
0.0,0,0.19880855
0.0,0,0.22450647
0.0,0,0.49669343
1.0,0,0.5632012
0.0,0,0.29944792
1.0,0,0.5734346
1.0,0,0.68189454
0.0,1,0.71906555
0.0,0,0.37277716
1.0,0,0.67174757
0.0,1,0.866642
0.0,1,0.7382786
0.0,0,0.3500901
0.0,0,0.5140805
0.0,0,0.6734419
0.0,0,0.47199464
0.0,0,0.1963749
0.0,1,0.83679205
0.0,1,0.7828196
0.0,0,0.54361045
0.0,0,0.46659127
0.0,0,0.27494642
0.0,0,0.6501546
1.0,0,0.58291435
0.0,0,0.35853782
0.0,0,0.46609497
1.0,1,1.0
1.0,1,0.99999994
0.0,1,0.69414216
0.0,0,0.4750738
0.0,0,0.43826726
1.0,0,0.082533814
0.0,0,0.5041361
0.0,0,0.19718117
0.0,1,0.69181573
1.0,0,0.67606103
0.0,0,0.30168068
0.0,0,0.13655946
0.0,0,0.6229809
1.0,1,0.764439
0.0,0,0.58249474
0.0,0,0.019683162
1.0,0,0.6282318
0.0,0,0.15979159
0.0,0,0.17232129
0.0,0,0.11065836
0.0,0,0.41142088
0.0,0,0.39077502
0.0,0,0.37992436
0.0,0,0.62389016
0.0,0,0.24921429
0.0,0,0.5283774
1.0,0,0.5755657
0.0,0,0.33221823
0.0,0,0.15619275
0.0,0,0.364531
0.0,1,0.69104815
0.0,0,0.4470991
0.0,0,0.15397713
0.0,0,0.629294
0.0,0,0.061672553
1.0,1,0.9897285
1.0,0,0.41608214
0.0,0,0.27544686
1.0,1,0.7496328
0.0,1,0.8479184
0.0,1,0.6901634
0.0,0,0.5649216
0.0,0,0.38499182
0.0,0,0.45225352
1.0,1,0.7786685
0.0,0,0.53430104
0.0,0,0.3699434
1.0,1,0.9598838
1.0,1,0.86310923
0.0,0,0.4622784
1.0,1,0.87777364
0.0,0,0.31034577
0.0,0,0.20987333
0.0,0,0.6373135
0.0,0,0.46809196
0.0,0,0.17615831
1.0,1,1.0000001
0.0,0,0.6570281
0.0,0,0.5965966
1.0,0,0.5719795
0.0,0,0.08142161
1.0,1,0.873784
0.0,0,0.47593644
1.0,0,0.5753594
1.0,1,0.90211046
0.0,0,0.5456594
0.0,0,0.442918
0.0,0,0.48035163
0.0,0,0.3186069
0.0,0,0.5155852
0.0,0,0.51363844
0.0,0,0.553563
0.0,0,0.47734332
1.0,0,0.42679968
0.0,0,0.5876527
1.0,0,0.2518788
0.0,0,0.32680833
1.0,1,0.90211046
1.0,0,0.32444197
1.0,1,0.7782072
0.0,0,0.36183262
0.0,0,0.60229796
0.0,0,0.4386278
0.0,0,0.4398381
0.0,1,0.81703657
1.0,1,0.9369992
1.0,1,0.7530016
1.0,1,0.8945631
0.0,0,0.1622871
0.0,0,0.3236112
1.0,0,0.036240302
0.0,0,0.042697854
0.0,0,0.37632388
0.0,0,0.67937624
0.0,0,0.35976586
1.0,0,0.18447329
1.0,1,0.86274326
0.0,1,0.7480134
0.0,0,0.16034964
0.0,1,0.98846316
1.0,1,0.7516247
0.0,0,0.59336877
1.0,0,0.68538195
1.0,0,0.54982823
0.0,0,0.3868201
0.0,0,0.46130243
1.0,0,0.07140391
0.0,0,0.4986057
1.0,0,0.24754271
1.0,0,0.6558802
1.0,0,0.55776036
0.0,0,0.25611424
0.0,0,0.41367862
0.0,0,0.428938
1.0,0,0.6541051
0.0,0,0.63835096
0.0,0,0.40106383
0.0,0,0.593477
1.0,0,0.30154675
1.0,0,0.67087924
0.0,0,0.2083389
0.0,0,0.55313134
1.0,0,0.35351864
1.0,0,0.31783777
1.0,1,1.0
0.0,0,0.3247167
0.0,0,0.440938
0.0,0,0.4484967
1.0,0,0.6671654
0.0,0,0.07544153
0.0,0,0.43934843
0.0,0,0.25477406
0.0,0,0.6844728
0.0,1,0.8098671
0.0,0,0.40211207
1.0,1,0.92139864
0.0,0,-0.010969358
0.0,0,0.4550994
0.0,0,0.49362406
0.0,1,0.7665695
1.0,1,0.97851324
0.0,0,0.49294627
0.0,0,0.104651794
0.0,0,0.4297788
0.0,0,0.4166213
1.0,1,0.7786504
1.0,1,0.87044036
1.0,1,1.0
0.0,1,1.0
0.0,0,0.30750936
0.0,0,0.20411354
0.0,0,0.36004752
1.0,1,0.7430707
1.0,0,0.29500508
0.0,1,0.695351
1.0,1,0.8146069
0.0,0,0.36852086
0.0,0,0.44473952
0.0,0,0.6264514
0.0,0,0.6273166
0.0,0,0.4531516
1.0,0,0.5027491
0.0,0,0.60911185
1.0,0,0.47657138
0.0,0,-0.0026610494
0.0,0,0.6202619
0.0,0,0.39663345
0.0,0,0.3626218
0.0,0,0.428505
0.0,0,0.5446874
0.0,0,0.5809666
0.0,0,0.4297513
0.0,0,0.23704632
0.0,0,0.5686955
1.0,0,0.32887524
0.0,1,0.72486854
1.0,0,0.51622224
0.0,1,1.0
1.0,1,0.7107823
0.0,0,0.6093416
1.0,0,0.43533608
1.0,1,0.9598838
0.0,0,0.58859605
0.0,0,0.5280944
0.0,0,0.46579766
0.0,0,0.5270144
0.0,0,0.3889853
0.0,0,0.033424247
0.0,0,0.6157274
0.0,0,0.36266756
0.0,0,0.31220004
0.0,1,0.8209121
0.0,1,0.8673371
0.0,0,0.55305403
0.0,1,0.7567012
0.0,0,0.4517247
0.0,0,0.1805332
1.0,0,0.55353767
0.0,1,0.80658776
0.0,0,0.4465189
1.0,1,0.86811346
0.0,0,0.6554631
1.0,0,0.6267867
0.0,0,0.5548712
1.0,1,1.0
0.0,0,0.3478891
0.0,0,0.1870572
0.0,0,0.59875625
0.0,1,0.6964943
0.0,0,0.392394
0.0,0,0.20197552
1.0,1,0.9598838
0.0,0,0.019953698
1.0,1,0.7605351
0.0,1,0.76650333
1.0,1,1.0000001
0.0,0,0.33152747
1.0,0,0.67694455
1.0,0,0.68986344
1.0,1,0.8942512
1.0,1,0.8851682
0.0,0,-0.063447915
1.0,1,1.0000001
1.0,0,0.54882574
0.0,0,0.16759199
1.0,1,0.7657571
0.0,0,0.34145865
1.0,0,0.5586762
0.0,0,0.4429297
0.0,0,0.35201913
0.0,0,0.5075815
0.0,0,0.18855388
1.0,0,0.68522346
0.0,0,0.25425708
1.0,1,0.7352719
0.0,0,0.45650867
0.0,0,0.20878682
1.0,0,0.30765247
0.0,0,0.4475119
0.0,0,0.4914699
0.0,1,0.71001506
0.0,1,0.80535346
0.0,1,0.7941256
0.0,0,0.4793728
0.0,0,0.31054038
0.0,0,0.5166114
0.0,0,0.4705262
1.0,1,0.76462644
0.0,0,0.5008154
0.0,0,0.5488391
0.0,0,0.30067462
0.0,0,0.08846705
1.0,0,0.45600608
0.0,0,0.5966286
0.0,0,0.4710757
0.0,0,0.5176022
1.0,1,0.96132815
1.0,1,0.69736254
0.0,0,0.5180589
0.0,1,0.81399894
1.0,0,0.61352694
1.0,1,0.7041797
0.0,0,0.6386711
0.0,1,0.9286914
1.0,1,0.8117639
0.0,0,0.36851183
0.0,0,0.39364415
1.0,1,0.7346663
0.0,0,0.575006
1.0,1,0.86621726
1.0,0,0.6279204
1.0,0,0.4649048
0.0,0,0.37632188
0.0,0,0.61067504
0.0,0,0.05895164
0.0,0,0.6413296
0.0,0,0.6035932
1.0,1,0.99999994
0.0,0,0.234026
0.0,0,0.37288046
1.0,0,0.62366575
1.0,0,0.6212533
0.0,1,1.0
1.0,0,0.16975394
0.0,0,0.45887566
0.0,1,0.6910905
0.0,0,0.37845474
0.0,0,0.54991204
1.0,1,0.82602036
1.0,0,0.5465754
0.0,0,0.04258257
1.0,0,0.38246238
0.0,0,0.13809714
0.0,0,0.2476157
0.0,0,0.18029866
0.0,0,0.23376472
0.0,0,0.32092422
0.0,0,0.1599471
0.0,1,0.712518
0.0,1,0.7408649
1.0,1,1.0
1.0,1,0.92139864
0.0,0,0.39075136
0.0,0,0.2951049
0.0,0,0.4102774
1.0,1,0.90647876
0.0,0,0.17410198
1.0,0,-0.03995806
0.0,0,0.46795362
0.0,0,0.44512323
1.0,1,0.87296575
1.0,1,0.7258556
1.0,1,0.99999994
1.0,1,0.8134976
0.0,0,0.6780814
0.0,0,0.28712177
0.0,0,0.35814857
0.0,1,0.7286653
1.0,1,0.8647602
0.0,0,0.34811378
0.0,0,0.19296119
0.0,1,0.82893723
1.0,1,0.8568152
0.0,0,0.22190864
0.0,0,0.3480296
1.0,0,0.5641529
0.0,1,0.7868748
1.0,1,0.694838
0.0,0,0.31830436
0.0,0,0.11832185
1.0,1,0.88438475
0.0,0,0.2982808
1.0,1,0.7966732
0.0,0,0.3155567
1.0,1,0.80970883
0.0,0,0.2493387
0.0,0,0.24202983
0.0,0,0.40789592
0.0,0,0.16275324
1.0,1,0.87377155
1.0,0,0.6357178
0.0,0,0.57522464
0.0,0,0.45272416
0.0,0,0.5140805
1.0,1,0.99178195
0.0,0,0.509045
0.0,0,0.5151684
1.0,0,0.5451383
1.0,0,0.42446685
0.0,0,0.4497314
0.0,0,0.5768013
0.0,0,0.35614765
1.0,0,0.16623671
1.0,1,0.9254465
0.0,0,0.318847
0.0,0,0.26036042
1.0,1,0.7055641
0.0,1,0.86274326
1.0,1,0.71853507
0.0,0,0.27148163
0.0,1,0.86274326
1.0,0,0.62206066
0.0,0,0.37599626
1.0,1,1.0000001
0.0,0,0.5249646
0.0,0,0.21906891
0.0,0,0.5508026
1.0,0,0.502334
1.0,0,0.6147771
0.0,0,0.25123814
0.0,0,0.5249646
0.0,0,0.52927893
1.0,1,0.89626837
0.0,0,0.4589193
1.0,1,1.0000001
0.0,0,0.52258825
1.0,1,0.99999994
1.0,0,0.540339
0.0,0,0.13599521
0.0,0,0.09851131
0.0,0,0.3892902
0.0,0,0.4083226
0.0,0,0.5597783
0.0,0,0.5554471
0.0,0,0.6070705
0.0,0,0.5511087
0.0,0,0.3894081
0.0,0,0.1889561
1.0,0,0.42887923
0.0,0,0.3883556
0.0,1,0.74526674
1.0,0,0.56927776
0.0,0,0.61594486
1.0,0,0.6555887
0.0,0,0.5356794
0.0,0,0.49080768
0.0,1,0.7314458
0.0,0,0.07514459
0.0,0,0.33466983
0.0,0,0.09704225
0.0,0,0.51263535
0.0,0,0.59091645
1.0,0,0.67870677
0.0,0,0.5406597
1.0,0,0.6885474
0.0,0,0.5697819
1.0,1,1.0
1.0,0,0.19158505
0.0,0,0.6354568
